0,1
00FQb4jTyendYWaN8pK0wa,97.772857
06HL4z0CvFAxyc27GXpf02,118.589412
0B3N0ZINFWvizfa8bKiz4v,123.911667
0Cp8WN4V8Tu4QJQwCN5Md4,125.978000
0eDvMgVFoNV3TpwtrVCoTj,128.821111
0EFisYRi20PTADoJrifHrz,119.274545
0GM7qgcRCORpGnfcN2tCiB,176.170000
0hCNtLu0JehylgoiP8L4Gh,101.080000
0KPX4Ucy9dk82uj4GpKesn,142.195500
0tmwSHipWxN12fsoLcFU3B,133.755000
0vRvGUQVUjytro0xpb26bs,116.730000
0Y5tJX1MQlPlqiwlOH1tJY,124.595714
0YinUQ50QDB7ZxSCLyQ40k,108.149000
0ZED1XzwlLHW4ZaG4lOT6m,75.800000
15UsOTVnJzReFVN1VCnxy4,110.489600
19ra5tSw0tWufvUp8GotLo,112.862143
1cNDP5yjU5vjeR8qMf4grg,139.671429
1lmU3giNF3CSbkVSQmLpHQ,112.050000
1MIVXf74SZHmTIp4V4paH4,111.248000
1o2NpYGqHiCq7FoiYdyd1x,136.030000
1r4hJ1h58CWwUQe3MxPuau,104.708462
1SupJlEpv7RS2tPNRaHViT,117.283636
1uNFoZAHBGtllmzznpCI3s,95.975000
1vCWHaC5f2uS3yhpwWbIA6,112.247500
1vyhD5VmyZ7KMfW5gqLgo5,124.000000
23fqKkggKUBHNkbKtXEls4,103.950000
246dkjvS1zLTtiykXe5h60,120.848235
2cWZOOzeOm4WmBJRnD5R7I,103.000000
2feDdbD5araYcm6JhFHHw7,114.153056
2jku7tDXc6XoB6MO2hFuqg,124.722941
2kCcBybjl3SAtIcwdWpUe3,127.487000
2NjfBq1NflQcKSeiDooVjY,95.670000
2oX42qP5ineK3hrhBECLmj,122.678462
2SrSdSvpminqmStGELCSNd,115.629375
2wY79sveU1sp5g7SokKOiI,103.000000
3gIRvgZssIb9aiirIg0nI3,117.000000
3l0CmX0FuQjFxr8SK7Vqag,103.337273
3TVXtAsR1Inumwj472S9r4,100.540000
3vQ0GE3mI0dAaxIMYe5g7z,131.823571
4Ga1P7PMIsmqEZqhYZQgDo,136.468889
4GNC7GD6oZMSxPGyXy4MNB,112.118621
4GvEc3ANtPPjt1ZJllr5Zl,104.207273
4IWBUUAFIplrNtaOHcJPRM,117.139412
4MCBfE4596Uoi2O4DtmEMz,138.110000
4nDoRrQiYLoBzwC5BhVJzF,116.522308
4obzFoKoKRHIphyHzJ35G3,114.540909
4ofCBoyEiGSePFAG500xev,117.950000
4q3ewBCX7sLwd24euuV69X,135.863333
4r63FhuTkUYltbVAg5TQnk,130.447692
4rTv3Ejc7hKMtmoBOK1B4T,125.908889
4SsVbpTthjScTS7U2hmr1X,87.970000
4V8LLVI7PbaPR0K2TGSxFF,106.012500
4V8Sr092TqfHkfAA5fXXqG,125.525000
4xRYI6VqpkE3UwrDrAZL8L,137.590000
50co4Is1HCEo8bhOyUWKpn,130.737895
540vIaP2JwjQb9dm3aArA4,131.372941
56oDRnqbIiwx4mymNEv7dS,127.846364
57LYzLEk2LcFghVwuWbcuS,111.435882
5cj0lLjcoR7YOSnhnX0Po5,128.350833
5fMUXHkw8R8eOP2RNVYEZX,126.993000
5JMLG56F1X5mFmWNmS0iAp,117.000000
5K4W6rqBFWDnAN6FQUkS6x,102.290909
5KNNVgR6LBIABRIomyCwKJ,130.421538
5WUlDfRSoLAfcVSX1WnrxN,126.993000
5zctI4wO9XSKS8XwcnqEHk,128.482857
63yrD80RY3RNEM2YDpUpO8,115.201538
66CXWjxzNUsdJxJ2JdwvnR,113.233333
66ihevNkSYNzRAl44dx6jJ,127.060000
6AgTAQt8XS6jRWi4sX7w49,131.180000
6ASri4ePR7RlsvIQgWPJpS,123.111304
6eUKZXaKkcviH0Ku9w2n3V,104.605882
6fWVd57NKTalqvmjRd2t8Z,134.006250
6jGMq4yGs7aQzuGsMgVgZR,115.930588
6KImCVD70vtIoJWnq6nGn3,115.358333
6l3HvQ5sa6mXTsMTB19rO5,124.184211
6LuN9FCkKOj5PcnpouEgny,107.891667
6M2wZ9GZgrQXHCFfjv46we,123.940000
6qqNVTkY8uBg9cP3Jd7DAH,106.462667
6QtgPSJPSzcnn7dPZ4VINp,140.922308
6TIYQ3jFPwQSRmorSezPxX,103.954286
6Xgp2XMz1fhVYe7i6yNAax,118.374286
6XpaIBNiVzIetEPCWDvAFP,103.950000
718COspgdWOnwOFpJHRZHS,120.528333
757aE44tKEUQEqRuT6GnEB,118.110000
77ziqFxp5gaInVrF2lj4ht,141.067500
790FomKkXshlbRYZFtlgla,101.080000
7jVv8c5Fj3E9VhNjxT4snq,142.742500
7n2wHs1TKAczGzO7Dd2rGr,124.161333
7pbDxGE6nQSZVfiFdq9lOL,115.629000
7wlFDEWiM5OoIAt8RSli8b,136.681579
